PROGRAM_ID,MACHINEID,PART_CODE,FEEDER_LOCATON,TOOL_ID,MACHINE_PCB_QTY
MAIN _BOARD_ED_100,P_P_Fuji_NXT1,ES0014120KAF3AEGSZZC,01-Jun,,1
